id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
150,29-1011.00,Chiropractors,Healthcare,Science,S,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Social Perceptiveness, Writing",2026-03-22 08:08:57.199672+00
151,27-2032.00,Choreographers,Creative Arts,Arts,A,S,"Instructing, Active Listening, Coordination, Speaking, Monitoring, Learning Strategies",2026-03-22 08:08:57.800433+00
152,17-3022.00,Civil Engineering Technologists and Technicians,Engineering,Science,R,I,"Critical Thinking, Active Listening, Reading Comprehension, Mathematics, Speaking, Monitoring",2026-03-22 08:08:58.40325+00
153,17-2051.00,Civil Engineers,Engineering,Science,R,I,"Active Listening, Complex Problem Solving, Critical Thinking, Mathematics, Reading Comprehension, Speaking",2026-03-22 08:08:59.104146+00
154,13-1031.00,"Claims Adjusters, Examiners, and Investigators",Finance,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Judgment and Decision Making, Writing",2026-03-22 08:08:59.706173+00
155,53-7061.00,Cleaners of Vehicles and Equipment,Logistics & Transport,Vocational,R,C,"Operation and Control, Quality Control Analysis",2026-03-22 08:09:00.310157+00
156,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring",2026-03-22 08:09:00.919249+00
157,21-2011.00,Clergy,Social Service,Arts,S,E,"Speaking, Active Listening, Social Perceptiveness, Instructing, Service Orientation, Judgment and Decision Making",2026-03-22 08:09:01.517587+00
158,19-2041.01,Climate Change Policy Analysts,Research & Science,Science,I,E,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Active Learning",2026-03-22 08:09:02.124143+00
159,19-3033.00,Clinical and Counseling Psychologists,Research & Science,Science,S,I,"Reading Comprehension, Social Perceptiveness, Active Listening, Critical Thinking, Writing, Speaking",2026-03-22 08:09:02.732596+00
160,15-2051.02,Clinical Data Managers,Technology,Science,C,I,"Critical Thinking, Active Listening, Reading Comprehension, Speaking, Writing, Active Learning",2026-03-22 08:09:03.344612+00
161,19-3039.03,Clinical Neuropsychologists,Research & Science,Science,I,S,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Social Perceptiveness, Complex Problem Solving",2026-03-22 08:09:03.956917+00
162,29-1141.04,Clinical Nurse Specialists,Healthcare,Science,S,I,"Speaking, Active Learning, Critical Thinking, Judgment and Decision Making, Monitoring, Reading Comprehension",2026-03-22 08:09:04.579616+00
163,11-9121.01,Clinical Research Coordinators,Management,Commerce,I,C,"Active Listening, Reading Comprehension, Writing, Coordination, Speaking, Critical Thinking",2026-03-22 08:09:05.185032+00
164,27-2022.00,Coaches and Scouts,Creative Arts,Arts,S,E,"Instructing, Speaking, Learning Strategies, Monitoring, Active Listening, Critical Thinking",2026-03-22 08:09:05.783621+00
165,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Quality Control Analysis, Equipment Maintenance, Repairing",2026-03-22 08:09:06.379285+00
166,51-2021.00,"Coil Winders, Tapers, and Finishers",Manufacturing,Vocational,R,C,"Monitoring, Operations Monitoring, Active Listening, Operation and Control",2026-03-22 08:09:06.987318+00
167,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Troubleshooting, Operation and Control, Operations Monitoring, Quality Control Analysis",2026-03-22 08:09:07.64866+00
168,55-1015.00,Command and Control Center Officers,Military,Vocational,R,I,,2026-03-22 08:09:08.240499+00
169,55-3015.00,Command and Control Center Specialists,Military,Vocational,R,I,,2026-03-22 08:09:08.838184+00
170,27-1021.00,Commercial and Industrial Designers,Creative Arts,Arts,A,R,"Active Listening, Reading Comprehension, Complex Problem Solving, Critical Thinking, Speaking, Judgment and Decision Making",2026-03-22 08:09:09.429479+00
171,49-9092.00,Commercial Divers,Maintenance & Repair,Vocational,R,I,"Critical Thinking, Active Listening, Operations Monitoring, Speaking, Quality Control Analysis, Operation and Control",2026-03-22 08:09:10.030597+00
172,53-2012.00,Commercial Pilots,Logistics & Transport,Vocational,C,R,"Operation and Control, Operations Monitoring, Monitoring, Critical Thinking, Active Listening, Judgment and Decision Making",2026-03-22 08:09:10.628106+00
173,43-2099.00,"Communications Equipment Operators, All Other",Administration,Commerce,R,I,,2026-03-22 08:09:11.225185+00
174,25-1122.00,"Communications Teachers, Postsecondary",Education,Arts,S,I,"Active Listening, Instructing, Reading Comprehension, Speaking, Active Learning, Learning Strategies",2026-03-22 08:09:11.827284+00
175,21-1099.00,"Community and Social Service Specialists, All Other",Social Service,Arts,R,I,,2026-03-22 08:09:12.428786+00
176,21-1094.00,Community Health Workers,Social Service,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Writing, Reading Comprehension, Service Orientation",2026-03-22 08:09:13.02732+00
177,11-3111.00,Compensation and Benefits Managers,Management,Commerce,E,C,"Active Listening, Reading Comprehension, Speaking, Writing, Critical Thinking, Judgment and Decision Making",2026-03-22 08:09:13.632254+00
178,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Finance,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Active Learning, Writing",2026-03-22 08:09:14.245646+00
179,11-9199.02,Compliance Managers,Management,Commerce,C,E,"Critical Thinking, Reading Comprehension, Active Listening, Speaking, Writing, Active Learning",2026-03-22 08:09:14.849315+00
180,13-1041.00,Compliance Officers,Finance,Commerce,C,E,"Reading Comprehension, Speaking, Active Listening, Writing, Judgment and Decision Making, Critical Thinking",2026-03-22 08:09:15.453978+00
181,15-1221.00,Computer and Information Research Scientists,Technology,Science,I,C,"Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Active Listening, Reading Comprehension, Systems Analysis",2026-03-22 08:09:16.058434+00
182,11-3021.00,Computer and Information Systems Managers,Management,Commerce,C,E,"Critical Thinking, Active Listening, Reading Comprehension, Judgment and Decision Making, Monitoring, Speaking",2026-03-22 08:09:16.659932+00
183,17-2061.00,Computer Hardware Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Speaking, Writing",2026-03-22 08:09:17.262463+00
184,15-1241.00,Computer Network Architects,Technology,Science,I,C,"Critical Thinking, Reading Comprehension, Complex Problem Solving, Programming, Systems Evaluation, Active Listening",2026-03-22 08:09:17.862426+00
185,15-1231.00,Computer Network Support Specialists,Technology,Science,C,I,"Critical Thinking, Active Listening, Judgment and Decision Making, Reading Comprehension, Active Learning, Complex Problem Solving",2026-03-22 08:09:18.462587+00
186,51-9161.00,Computer Numerically Controlled Tool Operators,Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Monitoring, Quality Control Analysis, Active Listening",2026-03-22 08:09:19.093061+00
187,51-9162.00,Computer Numerically Controlled Tool Programmers,Manufacturing,Vocational,C,R,"Programming, Monitoring, Complex Problem Solving, Mathematics, Operations Monitoring, Systems Analysis",2026-03-22 08:09:19.69149+00
188,15-1299.00,"Computer Occupations, All Other",Technology,Science,R,I,,2026-03-22 08:09:20.294648+00
189,15-1251.00,Computer Programmers,Technology,Science,C,I,"Programming, Active Listening, Complex Problem Solving, Critical Thinking, Quality Control Analysis, Reading Comprehension",2026-03-22 08:09:20.895573+00
190,25-1021.00,"Computer Science Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Reading Comprehension, Speaking, Writing, Active Learning, Active Listening",2026-03-22 08:09:21.503251+00
191,15-1211.00,Computer Systems Analysts,Technology,Science,I,C,"Speaking, Reading Comprehension, Active Listening, Critical Thinking, Systems Analysis, Systems Evaluation",2026-03-22 08:09:22.107441+00
192,15-1299.08,Computer Systems Engineers/Architects,Technology,Science,C,I,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Systems Analysis, Systems Evaluation",2026-03-22 08:09:22.722717+00
193,15-1232.00,Computer User Support Specialists,Technology,Science,C,R,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Complex Problem Solving, Writing",2026-03-22 08:09:23.315118+00
194,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Maintenance & Repair,Vocational,R,C,"Active Listening, Repairing, Critical Thinking, Complex Problem Solving, Troubleshooting, Equipment Maintenance",2026-03-22 08:09:23.906321+00
195,39-6012.00,Concierges,Personal Services,Vocational,S,E,"Active Listening, Service Orientation, Social Perceptiveness, Speaking, Coordination, Critical Thinking",2026-03-22 08:09:24.5064+00
196,19-1031.00,Conservation Scientists,Research & Science,Science,I,R,"Active Listening, Reading Comprehension, Complex Problem Solving, Speaking, Critical Thinking, Science",2026-03-22 08:09:25.099534+00
197,47-4011.00,Construction and Building Inspectors,Construction,Vocational,R,C,"Reading Comprehension, Critical Thinking, Active Listening, Speaking, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:09:25.69067+00
198,47-4099.00,"Construction and Related Workers, All Other",Construction,Vocational,R,I,,2026-03-22 08:09:26.294556+00
199,47-2061.00,Construction Laborers,Construction,Vocational,R,C,"Speaking, Active Listening, Coordination, Operation and Control, Operations Monitoring",2026-03-22 08:09:26.889742+00
200,11-9021.00,Construction Managers,Management,Commerce,E,C,"Judgment and Decision Making, Management of Personnel Resources, Active Listening, Complex Problem Solving, Coordination, Critical Thinking",2026-03-22 08:09:27.480272+00
201,47-5041.00,Continuous Mining Machine Operators,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Critical Thinking, Troubleshooting, Judgment and Decision Making",2026-03-22 08:09:28.177171+00
202,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Maintenance & Repair,Vocational,R,C,"Critical Thinking, Repairing, Active Listening, Equipment Maintenance, Judgment and Decision Making, Monitoring",2026-03-22 08:09:28.784374+00
203,53-7011.00,Conveyor Operators and Tenders,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Monitoring, Active Listening, Complex Problem Solving, Critical Thinking",2026-03-22 08:09:29.379197+00
204,35-2019.00,"Cooks, All Other",Hospitality,Vocational,R,I,,2026-03-22 08:09:29.977454+00
205,35-2011.00,"Cooks, Fast Food",Hospitality,Vocational,R,C,"Active Listening, Service Orientation",2026-03-22 08:09:30.58446+00
206,35-2012.00,"Cooks, Institution and Cafeteria",Hospitality,Vocational,R,C,"Judgment and Decision Making, Monitoring, Operations Monitoring, Quality Control Analysis, Service Orientation, Speaking",2026-03-22 08:09:31.178572+00
207,35-2013.00,"Cooks, Private Household",Hospitality,Vocational,R,S,"Critical Thinking, Service Orientation, Active Listening, Complex Problem Solving, Judgment and Decision Making, Monitoring",2026-03-22 08:09:31.782024+00
208,35-2014.00,"Cooks, Restaurant",Hospitality,Vocational,R,C,"Critical Thinking, Monitoring, Speaking, Time Management",2026-03-22 08:09:32.411844+00
209,35-2015.00,"Cooks, Short Order",Hospitality,Vocational,R,C,"Active Listening, Reading Comprehension, Time Management, Coordination, Service Orientation, Speaking",2026-03-22 08:09:33.006061+00
210,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Complex Problem Solving, Monitoring, Equipment Maintenance",2026-03-22 08:09:33.618383+00
211,13-1041.06,Coroners,Finance,Commerce,I,C,"Critical Thinking, Speaking, Reading Comprehension, Active Listening, Coordination, Social Perceptiveness",2026-03-22 08:09:34.215254+00
212,33-3012.00,Correctional Officers and Jailers,Public Safety,Vocational,R,C,"Active Listening, Monitoring, Social Perceptiveness, Speaking, Critical Thinking, Reading Comprehension",2026-03-22 08:09:34.80728+00
213,43-4021.00,Correspondence Clerks,Administration,Commerce,C,E,"Writing, Active Listening, Reading Comprehension, Speaking, Critical Thinking, Judgment and Decision Making",2026-03-22 08:09:35.414922+00
214,13-1051.00,Cost Estimators,Finance,Commerce,C,E,"Mathematics, Reading Comprehension, Speaking, Active Listening, Critical Thinking, Judgment and Decision Making",2026-03-22 08:09:36.019231+00
215,39-3092.00,Costume Attendants,Personal Services,Vocational,A,C,"Active Listening, Coordination, Monitoring, Speaking, Social Perceptiveness",2026-03-22 08:09:36.62081+00
216,21-1019.00,"Counselors, All Other",Social Service,Arts,R,I,,2026-03-22 08:09:37.217843+00
217,41-2021.00,Counter and Rental Clerks,Sales,Commerce,C,E,"Active Listening, Service Orientation, Speaking, Reading Comprehension, Critical Thinking, Social Perceptiveness",2026-03-22 08:09:37.906457+00
218,43-5021.00,Couriers and Messengers,Administration,Commerce,C,R,"Active Listening, Speaking, Time Management, Critical Thinking, Reading Comprehension, Service Orientation",2026-03-22 08:09:38.510555+00
219,27-3092.00,Court Reporters and Simultaneous Captioners,Creative Arts,Arts,C,I,"Active Listening, Writing, Reading Comprehension, Monitoring, Speaking, Time Management",2026-03-22 08:09:39.099372+00
220,43-4031.00,"Court, Municipal, and License Clerks",Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Writing, Critical Thinking, Social Perceptiveness",2026-03-22 08:09:39.691813+00
221,27-1012.00,Craft Artists,Creative Arts,Arts,A,R,"Critical Thinking, Active Listening, Monitoring, Reading Comprehension, Speaking",2026-03-22 08:09:40.288987+00
222,53-7021.00,Crane and Tower Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Active Listening, Monitoring, Judgment and Decision Making",2026-03-22 08:09:40.910401+00
223,13-2041.00,Credit Analysts,Finance,Commerce,C,E,"Critical Thinking, Active Learning, Reading Comprehension, Speaking, Active Listening, Mathematics",2026-03-22 08:09:41.513159+00
224,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Administration,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Social Perceptiveness, Time Management",2026-03-22 08:09:42.112168+00
225,13-2071.00,Credit Counselors,Finance,Commerce,C,S,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Writing, Active Learning",2026-03-22 08:09:42.714812+00
